id,created_at,text,favorite_count,retweet_count,is_retweet,language,media_type
1462601149098434566,2021-11-22 01:57:42+00:00,The New Hampshire governor weighed in on the censure of Rep. Paul Gosar and the passage of Joe Biden's infrastructure bill. https://t.co/ywmwsToAFx,8,0,No,en,no media
1462587019905974278,2021-11-22 01:01:33+00:00,An aide told The Wall Street Journal that the park picked for Trump's July Fourth rally doesn't allow partisan events and Ivey had nothing to do with it. https://t.co/QZgMSbjPJF,19,9,No,en,no media
1462575035143667712,2021-11-22 00:13:56+00:00,"There was no evidence of widespread fraud. ""You know that,"" Margaret Brennan told the senator. https://t.co/otFh1DMhKV",284,77,No,en,no media
1462551443945177090,2021-11-21 22:40:11+00:00,Demonstrators marched in Brussels against reinforced COVID-19 restrictions imposed to counter the latest spike in coronavirus cases across Europe. https://t.co/g3uZw9Yn9t,6,1,No,en,no media
1462541473006731266,2021-11-21 22:00:34+00:00,"The abducted members who were taken hostage in October are ""in good spirits and being cared for,"" Christian Aid Ministries announced Sunday. https://t.co/auFfjIN4eW",6,2,No,en,no media
1462517869066035204,2021-11-21 20:26:46+00:00,"""We don't want extremism in our gun laws,"" the Texas gubernatorial candidate said. https://t.co/XkaXV6JqXL",37,9,No,en,no media
1462500331619823623,2021-11-21 19:17:05+00:00,"The International Olympic Committee said the three-time Olympian, who accused a former Chinese government official of sexual assault, appeared in a video call. https://t.co/vK5EE8E3sC",6,2,No,en,no media
1462469880284860418,2021-11-21 17:16:05+00:00,"""Now you’ll want to know what’s in my DNA,” Republican Winsome Sears said when asked about whether she has received a COVID vaccine. https://t.co/hVwGmCDAhc",16,6,No,en,no media
1462458121734037508,2021-11-21 16:29:22+00:00,"A key pro-democracy group that has mobilized dozens of protests against the coup dismissed the military's deal with Abdalla Hamdok as ""a form of betrayal."" https://t.co/NITD0OWCF8",1,3,No,en,no media
1462413227699187726,2021-11-21 13:30:58+00:00,"The former president has ordered Navarro to ""protect executive privilege"" in regard to Trump's handling of the coronavirus. https://t.co/5BkPc8xou0",40,27,No,en,no media
1462405522745868291,2021-11-21 13:00:21+00:00,It could transform lives for millions of Americans. It could also vanish after six years. https://t.co/HHB2XHihUx,3,3,No,en,no media
1462275880135364610,2021-11-21 04:25:12+00:00,"Billionaires, meanwhile. have doubled their collective net worth to more than $5 trillion in just 5 years. https://t.co/aHdivQAWSm",52,55,No,en,no media
1462265155954384896,2021-11-21 03:42:35+00:00,Peng Shuai dropped from sight after she accused a powerful former official of the Chinese government of sexual assault. https://t.co/wedftsC8Xn,16,10,No,en,no media
1462225297672130560,2021-11-21 01:04:12+00:00,"Kyle Rittenhouse ""didn't deserve to walk free,"" the Wisconsin State Journal declares in editorial. https://t.co/1zPkaqYp5I",352,110,No,en,no media
1462216720731586562,2021-11-21 00:30:07+00:00,"Mark Richards also slammed Donald Trump Jr. as ""an idiot"" after he announced a gun organization planned to award Rittenhouse an AR-15. https://t.co/OhF1cz1CUx",32,20,No,en,no media
1462181926073208840,2021-11-20 22:11:51+00:00,"The ""Unite the Right"" civil trial is highlighting progressive efforts to make positive changes in the Virginia community. https://t.co/GkBlFivVom",18,7,No,en,no media
1462178137870159874,2021-11-20 21:56:48+00:00,A Chinese state TV employee posted the photos apparently to assuage concern about her disappearance. https://t.co/UIX6GbHdA8,9,4,No,en,no media
1462166908350996492,2021-11-20 21:12:11+00:00,"Born a stray in a backyard in Turkey, Midas' charming personality and unique look have won her worldwide fans. https://t.co/463pipHQxc",33,6,No,en,no media
1462143831806291968,2021-11-20 19:40:29+00:00,The veteran congresswoman won't be seeking reelection next year. https://t.co/a5uohLpzJu,15,8,No,en,no media
1462125033967468548,2021-11-20 18:25:47+00:00,The congresswoman read each of their names out loud in a speech ahead of Transgender Day of Remembrance. https://t.co/1z2NeajUbz,43,13,No,en,no media
1462102142832062467,2021-11-20 16:54:50+00:00,"“This year, at least 46 transgender individuals in this country — and hundreds more around the world — were killed in horrifying acts of violence,” Biden said. https://t.co/YQ6U0CvpCX",28,14,No,en,no media
1462094293452083206,2021-11-20 16:23:38+00:00,"Coronavirus cases are once again surging throughout Europe, prompting a new lockdown in Austria. https://t.co/sfKgXSZnhN",5,5,No,en,no media
1462029940283555848,2021-11-20 12:07:55+00:00,"“Our Journey Together"" promises to capture “the greatness"" of the Trump White House but critics aren't convinced. https://t.co/T81bANtZGe",13,10,No,en,no media
1461985415976689665,2021-11-20 09:11:00+00:00,"Donald Trump's son urged people to support gun lobbying group Gun Owners of America's ""award"" for the teenager. https://t.co/bfyPSbjmpF",12,10,No,en,no media
1461957927410061314,2021-11-20 07:21:46+00:00,"""The Late Show"" host thinks a rebrand may do the trick. https://t.co/YfCDV5SV78",12,4,No,en,no media
1461926635922415621,2021-11-20 05:17:25+00:00,"""Different scenarios run through your head ... like what could have happened, like what if I wasn’t alive?” Rittenhouse said in a Fox News clip. https://t.co/NeX5ziDTVG",3,2,No,en,no media
1461884490050113536,2021-11-20 02:29:57+00:00,"“No verdict will be able to bring back the lives of Anthony Huber and Joseph Rosenbaum, or heal Gaige Grosskreutz’s injuries,"" said Democrat Tony Evers. https://t.co/Bir2MMpKHg",52,9,No,en,no media
1461862530771468292,2021-11-20 01:02:42+00:00,"The vice president's former counsel, Greg Jacob, has accused John Eastman of spinning lies to pressure Pence to ""betray"" his oath of office. https://t.co/URTU7tiLav",21,9,No,en,no media
1461854450407071749,2021-11-20 00:30:35+00:00,"Barronelle Stutzman of Arlene's Flowers said she will turn the ""struggle for freedom over to others"" after settling with Curt Freed and Robert Ingersoll. https://t.co/YlySZTRN57",2,1,No,en,no media
1461842193363218432,2021-11-19 23:41:53+00:00,"Rep. Paul Gosar, meanwhile, asked if Rittenhouse should get a ""congressional Medal of Honor"" after the teenager, who killed two people, was found not guilty. https://t.co/AcuOGPxwGj",22,16,No,en,no media
1461819193867784197,2021-11-19 22:10:29+00:00,The judge said people like John Lolos were suffering consequences because politicians who know better fed him lies. https://t.co/1GQWCG8Piv,18,10,No,en,no media
1461813631981662213,2021-11-19 21:48:23+00:00,The Space Agency hopes to establish a sun-independent power source for missions to the moon by the end of the decade. https://t.co/zzB8ht85MQ,5,2,No,en,no media
1461809840867749891,2021-11-19 21:33:19+00:00,"A partial lunar eclipse, flooding in Canada and migrants at the Belarus-Poland border are featured in some of this week's most memorable images. https://t.co/yUNFx64dI5",4,2,No,en,no media
1461806046561849347,2021-11-19 21:18:15+00:00,Officer Eric DeValkenaere was found guilty Friday of involuntary manslaughter and armed criminal action in the fatal shooting of a Black man. https://t.co/jhkCJ4upc9,70,21,No,en,no media
1461800360834654220,2021-11-19 20:55:39+00:00,"Massachusetts AG Maura Healey accused Meta, formerly Facebook, of ""exploiting children in the interest of profit."" https://t.co/rQBM0PaOtI",15,6,No,en,no media
1461796568571555846,2021-11-19 20:40:35+00:00,Peanut Butter and Jelly from Indiana are the latest turkeys to receive a presidential pardon. https://t.co/aOzc9P42YB,26,4,No,en,no media
1461787465967194129,2021-11-19 20:04:25+00:00,The president did not offer further thoughts about whether he agreed with the jury's decision to acquit Rittenhouse on all charges. https://t.co/IbXlsbQGSZ,17,4,No,en,no media
1461782782380851210,2021-11-19 19:45:48+00:00,"Albert said he staged an intervention of sorts with other family members after his wife returned to Monaco ""exhausted, physically and emotionally."" https://t.co/EeQqP7AF7G",3,4,No,en,no media
1461778993636651009,2021-11-19 19:30:45+00:00,"Lawmakers are rushing to pass a $778 billion defense authorization bill for next year, but are dithering over $170 billion annually for the Build Back Better Act. https://t.co/qLPD3AG83K",69,45,No,en,no media
1461741701563879427,2021-11-19 17:02:34+00:00,Alex Hales apologized on Friday after the publication of a photo showing him in blackface portraying Tupac Shakur at a party in 2009. https://t.co/c7uaItrMRf,1,0,No,en,no media
1461737905899163655,2021-11-19 16:47:29+00:00,"The former Teamsters boss was last seen on July 30, 1975, when he was to meet with two reputed mobsters. https://t.co/LarmUfcREn",11,2,No,en,no media
1461729799672680455,2021-11-19 16:15:16+00:00,"""Our nation’s lands and waters should be places to celebrate the outdoors ... not to perpetuate the legacies of oppression,"" said the interior secretary. https://t.co/ivNzAMMmcD",36,7,No,en,no media
1461717676674400268,2021-11-19 15:27:06+00:00,"The Duchess of Sussex mewed in cat ears, devoured hot sauce on crackers like a chipmunk and held a huge crystal to her face during the segment. https://t.co/xsCUMPs38j",10,4,No,en,no media
1461713885019447297,2021-11-19 15:12:02+00:00,The president departed for Walter Reed early Friday morning. https://t.co/ooclUkBuSm,12,6,No,en,no media
1461710098380771337,2021-11-19 14:56:59+00:00,"The second half of Joe Biden’s legislative agenda took a big step forward, but the bill’s fate in the Senate remains uncertain. https://t.co/3hMJMFz7Lv",17,4,No,en,no media
1461706306696273921,2021-11-19 14:41:55+00:00,"The Fox News personality called Harris ""completely incapable"" in a racist takedown. https://t.co/WIWLO0dYte",6,3,No,en,no media
1461695957662416909,2021-11-19 14:00:47+00:00,"The former British colony is set to become a republic on Nov. 30, the 55th anniversary of its independence from Britain. https://t.co/lIimIoUgTp",29,6,No,en,no media
1461690520372191237,2021-11-19 13:39:11+00:00,"Boosters were previously only approved for eligible groups, including people older than 65 and adults with certain health conditions. https://t.co/ZYibr8rZMo",9,4,No,en,no media
1461686346305650711,2021-11-19 13:22:36+00:00,"“How’s that for Sexiest Man Alive, huh?” joked the ""Ant-Man"" star. https://t.co/8N0YYh1usO",3,2,No,en,no media
1461675998760644610,2021-11-19 12:41:29+00:00,New coronavirus infections in the country have hit a record high amid a pandemic surge across Europe. https://t.co/9Qf9wprg5M,9,6,No,en,no media
1461672213392855047,2021-11-19 12:26:26+00:00,"""We’ve got to demand the wealthy start paying their fair share, not give them more tax breaks,"" grumbled Sanders of the Build Back Better giveaway. https://t.co/NvSunLwtrB",25,9,No,en,no media
1461630930519527427,2021-11-19 09:42:24+00:00,Florida's GOP governor was bluntly reminded of his pandemic failings in response. https://t.co/z2P5uvc9CO,21,11,No,en,no media
1461621334488895488,2021-11-19 09:04:16+00:00,KUSA's Kyle Clark tore into the Colorado conspiracy theorist and GOP lawmaker in a blistering TV commentary. https://t.co/aX9nGE8koo,116,45,No,en,no media
1461617548013809664,2021-11-19 08:49:13+00:00,"Top House Republican Kevin McCarthy is ""scared of their influence,"" said the MSNBC anchor. https://t.co/RqrrmvFPR4",22,17,No,en,no media
1461606316749819911,2021-11-19 08:04:35+00:00,"""He is a deeply stupid man."" https://t.co/NmkVbYoG1k",50,13,No,en,no media
1461575919605370881,2021-11-19 06:03:48+00:00,"""I must admit Kevin McCarthy has accomplished one thing. America is no longer woke,"" Rep. Jamie Raskin tweeted. https://t.co/SzpfB48Ltw",180,46,No,en,no media
1461563670996078598,2021-11-19 05:15:08+00:00,"He talked about spending, border security, China, Hitler, Thanksgiving and what America would have been like if Abraham Lincoln had not been assassinated. https://t.co/leHBoJxE7D",19,8,No,en,no media
1461559380122419203,2021-11-19 04:58:05+00:00,The late-night host mocked the former president's son's latest sales pitch. https://t.co/bYULiK2bnF,16,2,No,en,no media
1461555593605492737,2021-11-19 04:43:02+00:00,"Farmers protested for a year, arguing the laws would devastate their earnings by ending guaranteed pricing. https://t.co/H4C5occJPR",7,0,No,en,no media
1461551795868737541,2021-11-19 04:27:57+00:00,"With ""half of early cases"" linked to the area, it ""becomes very difficult to explain that pattern if the outbreak didn’t start at the market,"" writes Dr. Michael Worobey. https://t.co/TywAD4UJVg",13,7,No,en,no media
1461543584369414145,2021-11-19 03:55:19+00:00,The Fox News host's latest complaint could easily apply to himself. https://t.co/bZYe8kIi30,7,6,No,en,no media
1461530580240195590,2021-11-19 03:03:38+00:00,"""This man, Pat Collins, is clearly a national treasure,"" tweeted MSNBC's Joy Reid. https://t.co/ewGEhs0ey6",20,3,No,en,no media
1461518453727244289,2021-11-19 02:15:27+00:00,"The Fox News co-founder and News Corp chairman has had a generally supportive, but conflicted, relationship with Donald Trump. https://t.co/AAy4iVibuh",21,12,No,en,no media
1461514662013505536,2021-11-19 02:00:23+00:00,"Biden's Build Back Better bill would bolster child care assistance, create free preschool, curb seniors’ prescription drug costs and beef up efforts to slow climate change. https://t.co/CAdZLKtFVn",26,8,No,en,no media
1461510873009242119,2021-11-19 01:45:20+00:00,"The defendant acknowledged that Arbery, the Black man he and his father shot and killed, was not armed, though he claims Arbery struck him. https://t.co/Zgj3Ua2Ogc",12,9,No,en,no media
1461507083485040643,2021-11-19 01:30:16+00:00,"Both parties have proven that, given the chance, they'll draw maps to cement their own power. This time, it was Ohio Republicans' turn. https://t.co/XQAzIlDurt",1,2,No,en,no media
1461500396615176192,2021-11-19 01:03:42+00:00,The ceremonial dance has been used at anti-vaccine protests in New Zealand without permission. https://t.co/sZiuOQYvIz,16,4,No,en,no media
1461496605266300928,2021-11-19 00:48:38+00:00,"Critics reminded the governor that the 60,000-plus dead in his state couldn't laugh at his ""joke"" as he signed bills curbing coronavirus vaccine mandates. https://t.co/BK3r0t9h5C",24,11,No,en,no media
1461492310282276877,2021-11-19 00:31:34+00:00,The former president hailed Gosar as “a loyal supporter of our America First agenda” and “highly respected in Arizona.” https://t.co/KNxXIT5tBo,5,6,No,en,no media
1461477394888470530,2021-11-18 23:32:18+00:00,"On Thursday, CPAC tweeted that Elmo, Big Bird, Bert and Ernie would not be welcome at its 2022 conference. https://t.co/rMLxSZZLXB",25,5,No,en,no media
1461473598544166913,2021-11-18 23:17:13+00:00,The president is under pressure to boycott the Olympics in protest of China's human rights abuses. https://t.co/MnRWQbqe5k,14,3,No,en,no media
1461469806419394565,2021-11-18 23:02:09+00:00,"Text messages indicate that members of the Trump family inner circle were involved in the Jan. 6 “Save America” rally, which immediately preceded the Capitol riot. https://t.co/TrWpNKOcVv",262,140,No,en,no media
1461466017604030469,2021-11-18 22:47:05+00:00,“You talk about melting down. People would go crazy!” the former White House chief of staff told Steve Bannon on Thursday. https://t.co/ptq9XFitqR,2,2,No,en,no media
1461440113414656013,2021-11-18 21:04:09+00:00,"""That’s just the way it’s going to be in this state,"" the Republican governor said. https://t.co/Nbb5iQfHlo",11,14,No,en,no media
1461431645991579650,2021-11-18 20:30:31+00:00,"About 3 in 4 survey respondents believe global warming is happening, and more than half agree that we are being harmed by climate change “right now.” https://t.co/M5lcmeYLua",71,26,No,en,no media
1461427093829476358,2021-11-18 20:12:25+00:00,"The GOP has gone after Saule Omarova for being born in the Soviet Union, but it is two wary Democrats who will decide if her nomination advances. https://t.co/WN4TDIaAFp",32,13,No,en,no media
1461413432402583557,2021-11-18 19:18:08+00:00,"Judge Bruce Schroeder said a person working for MSNBC followed a bus transporting jurors — ""an extremely serious matter."" https://t.co/iVBTXiGTCg",11,7,No,en,no media
1461406480607948811,2021-11-18 18:50:31+00:00,"Nearly 20% of AAPI people say they’ve experienced a racist incident in the past year, according to a new survey from the coalition Stop AAPI Hate. https://t.co/GCcRV4YHCB",6,5,No,en,no media
1461402692807536641,2021-11-18 18:35:28+00:00,"Oklahoma Gov. Kevin Stitt commuted Jones' death sentence, following clemency recommendations from the state's Pardon and Parole Board. https://t.co/CEPDr8eSLX",93,29,No,en,no media
1461398903228669953,2021-11-18 18:20:24+00:00,"She also declines to say if RNC has an obligation to make sure their next nominee does not try to overthrow the republic should they lose, as Trump did. https://t.co/LKXMIxTHyy",32,25,No,en,no media
1461393970605576198,2021-11-18 18:00:48+00:00,Federal agents say hackers pretended to be Proud Boys in messages to Republican lawmakers and targeted Democratic voters with threats. https://t.co/FLVD8et5g4,8,16,No,en,no media
1461384223651205129,2021-11-18 17:22:04+00:00,"The representative reposted and then deleted the violent video, hours after the House publicly reprimanded him for it and stripped his committee assignments. https://t.co/qWfrw139Xe",15,11,No,en,no media
1461380423746048002,2021-11-18 17:06:58+00:00,Peng Shuai has not been seen in public since she accused a former top government official of sexual assault. https://t.co/xPp6lM92iu,8,6,No,en,no media
1461369554391736329,2021-11-18 16:23:47+00:00,"The state’s Pardon and Parole Board twice voted in favor of granting clemency to Jones, who has long maintained his innocence. https://t.co/kMa1DOL3XL",91,47,No,en,no media
1461365770412298242,2021-11-18 16:08:45+00:00,The Interior Department's Ben Cassidy had direct contact with former NRA colleagues and helped install gun advocates on two advisory councils. https://t.co/5L9bE0YDaJ,11,8,No,en,no media
1461361213418340367,2021-11-18 15:50:38+00:00,Some media reports have suggested tensions in the West Wing over Harris' job performance and suggested she feels sidelined. https://t.co/VGHepcQP35,9,3,No,en,no media
1461352616839942150,2021-11-18 15:16:29+00:00,"The Duchess of Sussex said the kids were ""not into it — at all."" https://t.co/qmQgQusMmV",5,3,No,en,no media
1461331005374091275,2021-11-18 13:50:36+00:00,The reality star worked with a rabbi and a UK soccer team to get the job done. https://t.co/mh6VbJVDQH,22,7,No,en,no media
1461327083636932616,2021-11-18 13:35:01+00:00,Fans had some biting remarks after Tom Hepworth told colleague Alexis Green about his creative present. https://t.co/17UQGBExpE,1,1,No,en,no media
1461301589323534345,2021-11-18 11:53:43+00:00,"""The Daily Show"" host found some rotten links between the censured lawmaker's old profession and his gig in Congress. https://t.co/KhssZkTw0W",31,10,No,en,no media
1461291999508713473,2021-11-18 11:15:36+00:00,"The ""Full Frontal"" host debunked a bogus claim that's reportedly spreading on social media. https://t.co/wWs5gSo1wN",7,5,No,en,no media
1461288212350083081,2021-11-18 11:00:33+00:00,"Men need to stop looking at porn and instead build up manly virtues, according to the Missouri senator, or else the country will fall apart. https://t.co/1WWNK3qbJR",6,3,No,en,no media
1461284421332570113,2021-11-18 10:45:30+00:00,"An internal fight over John Muir’s racial views, and what to do about them, has roiled the Club’s board and led to the sanctioning of two members. https://t.co/OE2I0qgO1l",1,1,No,en,no media
1461275213266620422,2021-11-18 10:08:54+00:00,"The ""Late Night"" host asked a damning question about the longtime Donald Trump ally. https://t.co/p011tGehQw",11,2,No,en,no media
1461263347127627778,2021-11-18 09:21:45+00:00,S.E. Cupp flipped the Fox News personality's dismissal of the Donald Trump-opposing Wyoming Republican back on him. https://t.co/hYE1GOQGtX,8,5,No,en,no media
1461246067765391362,2021-11-18 08:13:05+00:00,"The far-right lawmaker's sister also spoke out, saying it's ""about time"" he was punished. https://t.co/8vfR0Qrj7N",27,8,No,en,no media
1461241273923387395,2021-11-18 07:54:02+00:00,"""I'm not going to sit here and put up with this s**t,"" the then-president reportedly told Chris Christie, who was playing Joe Biden in the mock debate. https://t.co/S9PsYIMyaM",6,5,No,en,no media
1461220727676448774,2021-11-18 06:32:24+00:00,"The ""Late Show"" host rips into Rep. Gary Palmer of Alabama. https://t.co/arrbunnBR9",17,5,No,en,no media
1461212765088108544,2021-11-18 06:00:45+00:00,The late-night host shows a supercut of the rambling interview between the former president and the pillow salesman. https://t.co/kMycenh5wX,19,4,No,en,no media
1461204034631749632,2021-11-18 05:26:04+00:00,"Gaetz wondered if the teen, who is on trial for murder, would be ""interested in helping the country in additional ways.” https://t.co/QZzZb2SJLM",23,27,No,en,no media
1461198107949944840,2021-11-18 05:02:31+00:00,"In public, however, only two Republicans voted to censure him for posting a doctored anime video depicting him killing a Democratic congresswoman. https://t.co/4ljpxHrase",25,10,No,en,no media
1461190665866465284,2021-11-18 04:32:57+00:00,The immunologist stressed that unvaccinated Americans remain by far the most vulnerable to severe illness and death linked to the coronavirus. https://t.co/CFC8OyZZZj,35,17,No,en,no media
1461163774090563585,2021-11-18 02:46:05+00:00,"Travis McMichael took the stand on Wednesday to answer questions about his fatal shooting of Ahmaud Arbery last year, which sparked national outrage. https://t.co/rGSw8Ag6el",5,3,No,en,no media
1461159983706517508,2021-11-18 02:31:01+00:00,"After more than a month on the picket lines, workers will be clocking back in now that they've ratified a new six-year agreement. https://t.co/dYa45PSiOT",30,12,No,en,no media
1461136253278113792,2021-11-18 00:56:44+00:00,"The script did not call for Baldwin to fire a gun, plaintiff Mamie Mitchell says. https://t.co/QE1nfkG3RF",8,4,No,en,no media
1461126652373708806,2021-11-18 00:18:35+00:00,"An overwhelming majority of Swiss voters approved the ""Marriage for All"" initiative via a September referendum. https://t.co/hs91hPTIFc",31,11,No,en,no media
1461118942731243524,2021-11-17 23:47:56+00:00,The Colorado Republican spewed anti-Muslim bigotry while defending GOP Rep. Paul Gosar for an anime depicting him killing Rep. Alexandria Ocasio-Cortez. https://t.co/LdArgmHyNJ,485,248,No,en,no media
1461113258228731906,2021-11-17 23:25:21+00:00,"The Republican congresswoman snapped back, ""A real man would be defending his wife, and his father, and the Constitution.” https://t.co/6CrcgZHJ5H",291,84,No,en,no media
1461108077164437509,2021-11-17 23:04:46+00:00,A trial court previously refused to block the House committee investigating the Capitol riot from examining documents from his White House. https://t.co/YUnnQEN2qO,10,4,No,en,no media
1461091414138400770,2021-11-17 21:58:33+00:00,"Gov. Kathy Hochul, who assumed office following Andrew Cuomo's resignation, is facing Democratic challengers from her left. https://t.co/yhWLXY4Z5L",4,2,No,en,no media
1461089114715951106,2021-11-17 21:49:25+00:00,BREAKING: The House has voted to censure GOP Rep. Paul Gosar — the first such action in more than a decade — for posting an anime video that depicted him killing AOC. https://t.co/UukiO7j7vZ,117,21,No,en,no media
1461083201967955979,2021-11-17 21:25:55+00:00,"""It takes a special kind of person [to] go into a burning house to save animals,"" said the California homeowner, who wasn’t home at the time. https://t.co/bo0H4tc6NF",28,2,No,en,no media
1461079412632399878,2021-11-17 21:10:52+00:00,The New York lawmaker spoke out ahead of the House vote on whether to censure GOP Rep. Paul Gosar for his violent video. https://t.co/eseXldHiZJ,25,3,No,en,no media
1461075608520245252,2021-11-17 20:55:45+00:00,Officials plan to milk the massive funnel-web spider for venom and send it to a pharmaceutical company that can turn it into antivenom. https://t.co/UWlpzi1ogy,6,3,No,en,no media
1461067898114478086,2021-11-17 20:25:06+00:00,Republican senators have refused to allow Syed to get a committee vote to be deputy administrator for the Small Business Administration. https://t.co/zz72xoP3nm,7,7,No,en,no media
1461064108590178322,2021-11-17 20:10:03+00:00,The new guidelines shift the focus off individual testosterone levels and were created after extensive consultation with medical and human rights experts. https://t.co/1NujlU2HAu,5,3,No,en,no media
1461058295486193681,2021-11-17 19:46:57+00:00,"Each of the two charges is punishable by up to one year in prison and $100,000 in fines. https://t.co/gUApRT8sfH",14,6,No,en,no media
1461047306330021896,2021-11-17 19:03:17+00:00,"A new poll found that 65% of adults don't support the Texas ban, and 60% want the Supreme Court to uphold Roe v. Wade. https://t.co/SzZoqmVHgM",26,6,No,en,no media
1461036438091358212,2021-11-17 18:20:06+00:00,Wednesday's offshore lease sale was the biggest ever of its kind — including those conducted during the Trump administration. https://t.co/lvhQLjZDXe,8,4,No,en,no media
1461032650953658368,2021-11-17 18:05:03+00:00,Gunther VI is asking $31 million for the eight-bedroom waterfront home once owned by the “Material Girl” singer. https://t.co/OtAVyYfxrz,2,3,No,en,no media
1461028847852396544,2021-11-17 17:49:56+00:00,The Duchess of Sussex told DeGeneres stories about her days as a working actor. https://t.co/xxE4hvrJCf,11,3,No,en,no media
1461025055551508488,2021-11-17 17:34:52+00:00,The decision follows a 22-month investigation into errors in the 1965 case. https://t.co/1iL2DkSCJP,8,5,No,en,no media
1461021262617141256,2021-11-17 17:19:48+00:00,Early detection of breast cancer greatly increases survival rates. https://t.co/Mu1zNvKvkj,13,3,No,en,no media
1461017440327020554,2021-11-17 17:04:36+00:00,"Jacob Chansley, whom prosecutors called “the public face of the Capitol riot,” received one of the harshest sentences of any Jan. 6 defendant to date. https://t.co/Oo4qqVP1X2",38,4,No,en,no media
1461013639113191431,2021-11-17 16:49:30+00:00,"Queen Elizabeth was set to make her first public appearance in weeks on Sunday, but had to cancel due to a sprained back. https://t.co/GlauYH0R6g",6,1,No,en,no media
1461009848678727688,2021-11-17 16:34:26+00:00,The 95-year-old monarch looked well as she chatted with Gen. Nick Carter in Windsor Castle’s Oak Room. https://t.co/8q45l0d8Um,12,1,No,en,no media
1461001112522264584,2021-11-17 15:59:43+00:00,"HuffPost spoke with Dr. Diana Greene Foster about the far-reaching implications of being denied abortion care, ahead of the upcoming Supreme Court case that threatens to overturn Roe v. Wade. https://t.co/upyKAtU741",7,3,No,en,no media
1460985328118947843,2021-11-17 14:57:00+00:00,The president predicted quick action on the massive domestic policy bill. https://t.co/0R1ZgUK6qr,16,4,No,en,no media
1460948356826546178,2021-11-17 12:30:06+00:00,Osaka says she's concerned about a fellow tennis player who has gone quiet since making a sexual assault allegation against a former top government official in China. https://t.co/JsrbWsL2EU,17,8,No,en,no media
1460927021798903814,2021-11-17 11:05:19+00:00,Two incumbent Democrats who trail Republican challengers in close races in Virginia’s House of Delegates say they will seek recounts. https://t.co/WvuwUsI7DM,21,13,No,en,no media
1460916407491862528,2021-11-17 10:23:08+00:00,"The anonymous street artist snuck onto the set of ""The Outlaws"" to paint one of his trademark rats. The Oscar-winner painted over it. https://t.co/xLNqNCvgSU",4,3,No,en,no media
1460896230654058499,2021-11-17 09:02:58+00:00,"The conspiracy theory-endorsing Republican said she's ""standing strong"" for the unvaccinated, but also claimed she'd drive people to get the shot. https://t.co/mivp6tZ3nL",4,6,No,en,no media
1460882234802679811,2021-11-17 08:07:21+00:00,"""Uh... Ted? Do you know how the rest of that limerick actually goes?"" https://t.co/rMlOKZArS0",21,8,No,en,no media
1460851853479002116,2021-11-17 06:06:37+00:00,"Just watch the ""Late Show"" host's face during this moment. https://t.co/R9pxoZ1r93",3,2,No,en,no media
1460848054656016395,2021-11-17 05:51:32+00:00,The MSNBC host asked the former New Jersey governor how he could write a book about conspiracy theorists without taking on Fox News. https://t.co/olw6MzJsFG,106,32,No,en,no media
1460835307264393218,2021-11-17 05:00:52+00:00,Kimmel also spotted the person behind the bonkers new belief. https://t.co/icoBYUDaFm,7,3,No,en,no media
1460798569292742660,2021-11-17 02:34:53+00:00,"The CDC's panel is also set to consider Pfizer's application for the expansion of the booster program, and shots could be available as early as the weekend. https://t.co/CqEfqvK99F",6,0,No,en,no media
1460779877305626626,2021-11-17 01:20:37+00:00,"The far-right Arizona congressman, who was the keynote speaker at a white nationalist conference earlier this year, has not apologized for the video. https://t.co/4wR8bgM4wL",35,22,No,en,no media
1460773559803039753,2021-11-17 00:55:31+00:00,"Donald Trump made multiple videos addressing the Capitol rioters before the one he ultimately tweeted, a White House aide told author Jonathan Karl. https://t.co/jMHbmWJjdo",37,21,No,en,no media
1460769768839987202,2021-11-17 00:40:27+00:00,The entertainment company alleges that Tarantino’s planned offerings violate the copyrights it holds to the director’s 1994 film. https://t.co/1s68eWyiYC,4,1,No,en,no media
1460735896190431233,2021-11-16 22:25:51+00:00,Alabama Rep. Gary Palmer tweeted about how the legislation would help his constituents — even though he voted against it. https://t.co/VfO9Wt3fM1,90,57,No,en,no media
1460714425053331465,2021-11-16 21:00:32+00:00,"The Trump supporter, who electroshocked Officer Mike Fanone at the Capitol on Jan. 6, is trying to argue that he wasn't properly advised of his rights. https://t.co/AGwTblOCRZ",13,4,No,en,no media
1460710633415090177,2021-11-16 20:45:28+00:00,A White House official said the move by Russia would threaten activities in space “for years to come.” https://t.co/hly5KzyCyW,4,3,No,en,no media
1460702422196793352,2021-11-16 20:12:50+00:00,Family poverty has substantially declined thanks to the child tax credit. https://t.co/X9aRSf24ZD,38,17,No,en,no media
1460660846728777728,2021-11-16 17:27:38+00:00,"Sadly, things ended on a bum note, as K'Waun Williams was called for pass interference for his cheeky play. https://t.co/vhE0flAAMI",1,1,No,en,no media
1460639855109677060,2021-11-16 16:04:13+00:00,Former communications director Alyssa Farah detailed how the former president began to embrace the big lie. https://t.co/0NQA3J79jN,25,9,No,en,no media
1460603251993239562,2021-11-16 13:38:46+00:00,"""Dot Got A Shot"" also took swipes at Fox News while emphasizing the importance of getting vaccinated against COVID-19. https://t.co/UHV74EeiT7",15,6,No,en,no media
