id,created_at,text,favorite_count,retweet_count,is_retweet,language,media_type
1437674193978601474,2021-09-14 07:06:53+00:00,"The Illinois Republican broke down why the former president is ""one of the weakest men that I've ever seen."" https://t.co/6akoSMHYKb",62,30,No,en,no media
1437670408292032517,2021-09-14 06:51:50+00:00,"One audience member's unexpected response caused the ""Late Show"" host to walk off the set. https://t.co/miSMKJcVt2",7,2,No,en,no media
1437640415084261378,2021-09-14 04:52:39+00:00,"The former president spoke about the late-night host... but Kimmel says he got some key details very, very wrong. https://t.co/8vAcU5JfrH",26,8,No,en,no media
1437621000913436672,2021-09-14 03:35:30+00:00,Bob Enyart fought mask mandates and refused the vaccine. https://t.co/L3dzyITNUZ,122,43,No,en,no media
1437617214853627905,2021-09-14 03:20:28+00:00,"“The decision you’re about to make … it’s going to reverberate around the nation,” the president told supporters in Long Beach the day before the recall vote. https://t.co/RqChBa45WR",45,21,No,en,no media
1437593391286587398,2021-09-14 01:45:48+00:00,Fellow New York Congresswoman Carolyn Maloney sent her own fashion statement on women’s rights at the charity event. https://t.co/7KZGkXFMRu,46,9,No,en,no media
1437589606728441857,2021-09-14 01:30:46+00:00,The West Virginia senator is at odds with members of his party over a critical piece of President Joe Biden's agenda in Congress. https://t.co/35B2zAGt2p,13,10,No,en,no media
1437582419591303173,2021-09-14 01:02:12+00:00,"Whether Gov. Gavin Newsom wins or loses, Democrats face some soul searching in California. https://t.co/kYigaA8Dbx",7,7,No,en,no media
1437540166873255942,2021-09-13 22:14:18+00:00,"“I mean, I lie if I’m really cornered or something,” Carlson told conservative talk show host Dave Rubin. https://t.co/G2c4zhZlEQ",64,34,No,en,no media
1437536376887685123,2021-09-13 21:59:15+00:00,The 45th president says the 43rd president “shouldn’t be lecturing anybody.” https://t.co/eoChrCSuJ9,36,14,No,en,no media
1437532590538436614,2021-09-13 21:44:12+00:00,"The arrest comes just days before an anticipated far-right rally outside the U.S. Capitol, which Trump supporters stormed on Jan. 6. https://t.co/HKYtY1OzED",8,5,No,en,no media
1437520217484275716,2021-09-13 20:55:02+00:00,Veronica Wolski was known for spreading anti-vaccine and pro-QAnon messages. https://t.co/0iMjBDZIbG,7,8,No,en,no media
1437509368182943753,2021-09-13 20:11:55+00:00,"“Don't you think, if we're going to help the children, that the people should make some effort?” the West Virginia senator said on CNN. https://t.co/ekyNk59E0t",11,7,No,en,no media
1437500405894860809,2021-09-13 19:36:18+00:00,Bill Hemmer recounted the incident to co-host Dana Perino while discussing New York City's COVID-19 vaccine policies. https://t.co/LKpciGgMpX,17,6,No,en,no media
1437491821857357824,2021-09-13 19:02:12+00:00,The Republican governor's press conference also featured blatant misinformation about COVID-19 vaccines. https://t.co/vZ8W5SFm0i,61,32,No,en,no media
1437474521297080325,2021-09-13 17:53:27+00:00,Former White House press secretary Stephanie Grisham says the former first lady refused to condemn the Capitol rioters on Jan. 6. https://t.co/nzt5nHmiMM,51,25,No,en,no media
1437461643043164167,2021-09-13 17:02:17+00:00,Dr. Rochelle Walensky's timeline update comes shortly after new pediatric coronavirus cases hit a record high. https://t.co/mn3kkFJqHN,16,12,No,en,no media
1437453931031023620,2021-09-13 16:31:38+00:00,"President Joe Biden favors higher taxes on capital gains, but the idea is unpopular on Capitol Hill. https://t.co/sJgmXOyRQj",8,4,No,en,no media
1437443077606682638,2021-09-13 15:48:30+00:00,Turns out cows can be potty trained as easily as toddlers. Maybe easier. https://t.co/vW9gPBX5Bp,20,5,No,en,no media
1437408044552527873,2021-09-13 13:29:18+00:00,"""I don’t know how much longer I can keep working this way...""

I recently spoke with Patrick Huey, an embalmer in Texas, about the COVID nightmare he and many other ""last responders"" have been living for the last 18 months

https://t.co/XtkfhNWL48",0,184,Yes,en,no media
1437402830411911173,2021-09-13 13:08:35+00:00,"""I don’t know how much longer I can keep working this way,"" the funeral professional told HuffPost. https://t.co/CyFgsWIl44",32,26,No,en,no media
1437394003033477122,2021-09-13 12:33:30+00:00,"Justices must be “hyper vigilant to make sure they’re not letting personal biases creep into their decisions"" she said Sunday. https://t.co/VIDMvbObG8",45,15,No,en,no media
1437387063410794499,2021-09-13 12:05:55+00:00,"""Totally normal stuff,"" scoffed the anti-Trump group Meidas Touch. https://t.co/7YV4CFanXN",8,5,No,en,no media
1437363874131480577,2021-09-13 10:33:47+00:00,"“If you want to get on a plane and travel with other people then you should be vaccinated,” Fauci said on a podcast. https://t.co/1v8CqRom1P",200,50,No,en,no media
1437351760859914240,2021-09-13 09:45:39+00:00,"The 30-second spot puts a cheerful, patriotic face on the policy many see as the last, best chance of quickly cutting power plant emissions. https://t.co/YltKDPMmbD",6,3,No,en,no media
1437328077810507780,2021-09-13 08:11:32+00:00,Alexander Lukashenko thinks no one can insult him. John Oliver begs to differ. https://t.co/IJkUlF6zGG,31,12,No,en,no media
1437309933670871041,2021-09-13 06:59:26+00:00,"The UFC star later called the singer a ""little Vanilla Ice boy rapper"" while denying that anything had happened. https://t.co/8Ysf3e5YkI",8,6,No,en,no media
1437300980392108038,2021-09-13 06:23:52+00:00,The horrifying incident was picked up on surveillance camera. https://t.co/z1hLpfs2Jk,5,1,No,en,no media
1437257139479797764,2021-09-13 03:29:39+00:00,"The House minority leader, who is vaccinated, fired off a message opposing vaccine mandates. https://t.co/9Ir6NU5FWW",55,45,No,en,no media
1437253352635740169,2021-09-13 03:14:36+00:00,"The former president ""doesn’t understand anything that doesn’t pertain directly to him,"" Mary Trump said. https://t.co/0iZFi5zaRH",53,25,No,en,no media
1437249571667824641,2021-09-13 02:59:35+00:00,"Blackfords, a law firm that said they represent Andrew “in certain U.K. matters,” have questioned whether the papers were properly served. https://t.co/bQFBzj4veV",5,1,No,en,no media
1437230535470944260,2021-09-13 01:43:56+00:00,"Kids in Nebraska must be vaccinated against diseases such as chickenpox and measles, but Gov. Pete Ricketts has come out against mandating COVID-19 shots. https://t.co/RuWmtVy22F",70,21,No,en,no media
1437211242167422979,2021-09-13 00:27:16+00:00,"""I'm being actually quite serious here,"" the former White House economic adviser said. https://t.co/cabEyMPYd2",14,4,No,en,no media
1437207457319854081,2021-09-13 00:12:14+00:00,Talks with the U.S. have stalled since the collapse of a summit between then-President Donald Trump and Kim Jong Un in 2019. https://t.co/7U8pe3XiYq,6,5,No,en,no media
1437175043193245699,2021-09-12 22:03:26+00:00,"Sen. Joe Manchin, whose vote would be crucial in passing the bill, doubled down on his refusal. Sen. Bernie Sanders called his stance ""absolutely not acceptable."" https://t.co/rHdpmqNaCE",69,24,No,en,no media
1437171256512729088,2021-09-12 21:48:23+00:00,"Elder, a Republican talk radio host seeking to replace California Gov. Gavin Newsom (D) in this week's recall, has rubbed elbows with fringe right-wing figures. https://t.co/WIRrIzkkQP",17,12,No,en,no media
1437147047166189575,2021-09-12 20:12:11+00:00,Rev. Megan Rohrer was installed during a service held in San Francisco's Grace Cathedral on Saturday. https://t.co/c6St13Ru5j,23,9,No,en,no media
1437100412323209219,2021-09-12 17:06:52+00:00,"The Taliban have they want to form an inclusive, Islamic government. They have used violence in recent days against female protesters demanding equal rights. https://t.co/IqhtwC6bBT",4,5,No,en,no media
1437091332883877891,2021-09-12 16:30:48+00:00,Over three dozen internal investigations were launched into officers' conduct in the Capitol riot that left four people dead and more than 100 officers injured. https://t.co/M5QOMarvHF,15,8,No,en,no media
1437056049635266561,2021-09-12 14:10:36+00:00,"Ayman al-Zawahri, rumored to have died months ago, praised al-Qaida attacks including one in Syria in January. He did not mention the Taliban’s takeover of Afghanistan. https://t.co/QnttrA7orJ",6,3,No,en,no media
1436940293635457031,2021-09-12 06:30:37+00:00,"A lawyer for the families of 9/11 victims said conclusions ""validate  arguments we have made in litigation regarding the Saudi government’s responsibility."" https://t.co/YoijQp19mC",63,26,No,en,no media
1436901737848360966,2021-09-12 03:57:25+00:00,"Of the ""23 states that have new case totals per capita higher than the nation overall, 21 voted for Donald Trump,"" The Washington Post reports. https://t.co/0cDMVknsHM",72,59,No,en,no media
1436878174177185793,2021-09-12 02:23:47+00:00,"""I think you're going to be very happy,"" Trump tells officer after ditching all ceremonies marking the 20th anniversary of 9/11. https://t.co/1EWdiPHyFr",21,14,No,en,no media
1436839241934311431,2021-09-11 23:49:05+00:00,"""We stand with all of our women at Salesforce and everywhere,"" read a company statement to employees. https://t.co/LYdcP9kLr7",806,183,No,en,no media
1436778353319714818,2021-09-11 19:47:08+00:00,"Coronavirus vaccine supply is extremely limited in much of the world, even as rich countries struggle to administer all their supply. https://t.co/TQrNy08Yv2",17,10,No,en,no media
1436747971933184007,2021-09-11 17:46:24+00:00,Former President Donald Trump will spend the 20th anniversary of the Sept. 11 attacks at a casino boxing match in Florida. https://t.co/jw2uMjPZWv,68,50,No,en,no media
1436728912629882883,2021-09-11 16:30:40+00:00,“The search for this moldy Confederate box is over. We’re moving on.” https://t.co/vSGoAopqu6,13,6,No,en,no media
1436724999696621575,2021-09-11 16:15:07+00:00,"The former president, who was in office the day terrorists hijacked a series of planes, denounced both strains of violent ideology. https://t.co/uROZ7bp3gJ",40,13,No,en,no media
1436683531145654272,2021-09-11 13:30:20+00:00,"Ohio Republican Josh Mandel's cornfield rant about tyranny and the Gestapo was condemned as ""beyond the pale"" by Jewish advocacy groups. https://t.co/5IVf51Ygwa",31,22,No,en,no media
1436679746868465666,2021-09-11 13:15:18+00:00,The 9/11 anniversary commemoration at ground zero began Saturday with a tolling bell and a moment of silence. https://t.co/kliPkd07kV,12,3,No,en,no media
1436675961014079489,2021-09-11 13:00:15+00:00,"""While anti-abortion lawmakers often cloak their positions in Christian faith, S.B. 8 is theologically unsound."" https://t.co/g5mAFHgYcE",36,21,No,en,no media
1436664745705234436,2021-09-11 12:15:41+00:00,"Sept. 11, 2001, changed the United States forever. Twenty years later, we look back on that devastating day. https://t.co/2B7rEfJUtR",17,7,No,en,no media
1436660964498214921,2021-09-11 12:00:40+00:00,"The president was warned about the risk of terrorist attacks, but we weren’t. Not about the 9/11 attacks, the wars or the scar they’ve left on our world. https://t.co/UjH3ldk0LI",166,72,No,en,no media
1436606419013287941,2021-09-11 08:23:55+00:00,"""These guys really have to stretch for some of these criticisms,"" one critic responded to the Republican senator's claim. https://t.co/yWWQjZD89I",16,10,No,en,no media
1436594447781875713,2021-09-11 07:36:21+00:00,"The ""Jimmy Kimmel Live!' host also spotted the Pence line that may make ex-President Donald Trump ""very angry."" https://t.co/qd9ZfqiUCq",42,5,No,en,no media
1436581722695651333,2021-09-11 06:45:47+00:00,Donald Trump's son called for topics to talk about with his father during their 9/11 boxing commentary gig. He received some critical responses. https://t.co/AfCkFnkllY,15,5,No,en,no media
1436570133242302466,2021-09-11 05:59:44+00:00,"Chansley wanted to see his grandfather before his death, said his attorney, but judge ruled he was still a flight risk and not particularly sorry about his actions. https://t.co/i50837xOkK",164,47,No,en,no media
1436542165715505153,2021-09-11 04:08:36+00:00,"The GOP congressman told Democrats to ""leave people the hell alone"" on vaccinations, even though Americans have had to get them for decades. https://t.co/3ADjJO0ky8",38,15,No,en,no media
1436530823147184129,2021-09-11 03:23:32+00:00,The state is warned that it may be illegally denying educations to disabled students by creating an unsafe environment for the vulnerable population. https://t.co/y0kBZdynsQ,93,25,No,en,no media
1436523888041676801,2021-09-11 02:55:58+00:00,"President Biden's efforts to require workers to get vaccinated has some Republicans crying ""unconstitutional."" https://t.co/CjCq10Vvdy",18,12,No,en,no media
1436503102128001027,2021-09-11 01:33:23+00:00,"The president should be going after the ""liars"" and not ""the people being lied to,"" said Tapper. https://t.co/E4sqnatJul",18,5,No,en,no media
1436487351535083521,2021-09-11 00:30:47+00:00,"""That tells us everything we need to know about the current state of the Republican Party,"" Donald Trump's niece told CNN. https://t.co/Cg7B511nW2",36,17,No,en,no media
1436473615332126723,2021-09-10 23:36:12+00:00,The newly discovered species “Titanokorys gainesi” measured 19.7 inches at a time when most ocean-dwelling organisms were barely the size of a pinky finger. https://t.co/blRI3GMyKo,6,5,No,en,no media
1436460131101851649,2021-09-10 22:42:38+00:00,"Special meeting was set up by the Rule of Law Defense Fund, an offshoot of the Republican Attorneys General Assn., to prepare for possible Trump defeat. https://t.co/5I1hApHTEp",12,12,No,en,no media
1436445503789715466,2021-09-10 21:44:30+00:00,"The Florida governor is using Biden’s criticisms as fodder for his reelection fundraising, saying he will continue trying to thwart the president’s efforts. https://t.co/ser6Y8FWhh",16,9,No,en,no media
1436430869779124225,2021-09-10 20:46:21+00:00,What started off as a vision for an iconic Islamic center in Manhattan brought death threats and backlash. Muslim Americans are still feeling it. https://t.co/mh4DQ7TIv4,4,4,No,en,no media
1436411951626784772,2021-09-10 19:31:11+00:00,USSF President Cindy Parlow Cone wants the men’s national team to allow the reallocation of FIFA’s World Cup payments to the federation to the women’s team. https://t.co/ItKD6aEILw,17,3,No,en,no media
1436408167794102278,2021-09-10 19:16:09+00:00,Virginia Giuffre's suit claims the Duke of York sexually assaulted and abused her when she was 17. https://t.co/8IjzvzZdyF,15,7,No,en,no media
1436367197979480064,2021-09-10 16:33:21+00:00,"The president called on ""particularly some Republican governors"" to stop being “so cavalier with the health of their communities.” https://t.co/RHMHxcedTC",28,6,No,en,no media
1436363413203062785,2021-09-10 16:18:18+00:00,"“My alibi is solid,"" said the Democratic lawmaker. “I hope the owners find the zebras and that all involved live long, full lives."" https://t.co/jFSulaHNLz",8,2,No,en,no media
1436359629940854788,2021-09-10 16:03:16+00:00,Senators unveiled new proposals Friday targeting stock buybacks and partnership income. https://t.co/z2HnXOvKCT,4,3,No,en,no media
1436350418016165892,2021-09-10 15:26:40+00:00,"A Confederate monument removed, the Sept. 11 anniversary and flooding in Mexico make up some of this week's most memorable images. https://t.co/swprbJOPVC",2,1,No,en,no media
1436330997130440722,2021-09-10 14:09:30+00:00,"""After a lot of prayer and deliberation, I have decided I must put my family and personal health first,"" said Williams, who is trying to have a second child. https://t.co/aPEv7YcQ9p",36,17,No,en,no media
1436292920462745600,2021-09-10 11:38:11+00:00,"""It was a miracle,"" the 2-year-old's mother said of the terrifyingly close call in Palma on the Spanish island of Mallorca. https://t.co/XBLF1MO4WX",5,4,No,en,no media
1436272120871407630,2021-09-10 10:15:32+00:00,The 66-year-old allegedly took in a “mid-five-digit” sum of euros. https://t.co/gXU4NFPVlJ,0,2,No,en,no media
1436268336623636485,2021-09-10 10:00:30+00:00,The Florida governor and potential 2024 presidential contender doesn't seem to have a problem with any of the other laws parents must obey. https://t.co/YgpXIfRcT4,9,10,No,en,no media
1436264545337716766,2021-09-10 09:45:26+00:00,"The bill is being crafted by Sen. Joe Manchin (https://t.co/i1Tk7tY9bW.), who opposed the original bill, and a group of Democrats. https://t.co/3dllkLnAaS",8,3,No,en,no media
1436260761873960964,2021-09-10 09:30:24+00:00,"The country is “still in pandemic mode” until daily infections drop to under 10,000 per day, warned the infectious disease expert. https://t.co/BSXYgX7t6O",52,22,No,en,no media
1436243498383159302,2021-09-10 08:21:48+00:00,The Texas Republican received a blunt reminder of his many controversies in response. https://t.co/o4CwLl3oHW,32,9,No,en,no media
1436228630011596802,2021-09-10 07:22:43+00:00,"""TFW ur doing everything in your power to become a meme,"" one person cracked at a photo the Kentucky Republican shared online. https://t.co/MKqNuCWKL3",13,4,No,en,no media
1436224848099950601,2021-09-10 07:07:42+00:00,"""He does look good!"" gushed Rachel Campos-Duffy. ""He looks better than our president!"" https://t.co/xBGf6rwdEf",10,7,No,en,no media
1436209220886618118,2021-09-10 06:05:36+00:00,"Steve himself even turned up for a hug with the ""Late Show"" host. https://t.co/3jzAUKbHv8",19,3,No,en,no media
1436192201525055488,2021-09-10 04:57:58+00:00,"Kimmel called it ""the least surprising thing"" he's ever heard about the former guy. https://t.co/aWNkCM2pre",17,7,No,en,no media
1436188416677486599,2021-09-10 04:42:56+00:00,"“This announcement is a massive victory for activists and for the planet,” Divest Harvard, a student- and alumni-led group, wrote. https://t.co/xkfNPAxCIH",27,11,No,en,no media
1436124897860784131,2021-09-10 00:30:32+00:00,"“Maybe some of the flight attendants ought to show some respect to us, OK?” the Fox News host complained. https://t.co/462ajgRoRV",10,11,No,en,no media
1436101050008838145,2021-09-09 22:55:46+00:00,"Joe Biden says the wealthy should ""pay their fair share,"" but Democrats don't agree on what's fair. https://t.co/oTc10osddy",15,4,No,en,no media
1436097262413877256,2021-09-09 22:40:43+00:00,This year’s winning researchers figured out whether it’s safer to transport an airborne rhinoceros upside-down; and how disgusting that discarded gum stuck to a shoe is. https://t.co/9atiH3hN2l,1,0,No,en,no media
1436089695260315651,2021-09-09 22:10:39+00:00,"Shelley Lynn Thornton's birth mother was the plaintiff in Roe v. Wade. Now 51, she revealed her identity for the first time in The Atlantic. https://t.co/vUa9omXaOk",10,6,No,en,no media
1436079215242366976,2021-09-09 21:29:00+00:00,Palin slammed the New York Democrat’s criticisms of Gov. Greg Abbott and his defense of Texas' abortion law. https://t.co/uy0b9HxhoI,9,5,No,en,no media
1436073788702142467,2021-09-09 21:07:26+00:00,"“I think Biden would go down within the first few seconds,” the former president claimed during a news conference on Thursday. https://t.co/3I0lrQPjaq",79,11,No,en,no media
1436063185254166530,2021-09-09 20:25:18+00:00,"""I have so much information in there - it's nuts,"" Kellye SoRelle told HuffPost about her iPhone. https://t.co/dnQgE3usR9",25,7,No,en,no media
1436057506502123523,2021-09-09 20:02:44+00:00,"The law championed by Gov. Ron DeSantis that passed in response to protests against racial injustice violates the First Amendment, the judge said. https://t.co/oJ51jXRCn5",62,22,No,en,no media
1436053713739788289,2021-09-09 19:47:40+00:00,"Sir Ken Olisa, the first Black Lord-Lieutenant for London, said race is a ""hot conversation topic"" in the royal household. https://t.co/pj9gWXPAmQ",6,6,No,en,no media
1436049549752156163,2021-09-09 19:31:07+00:00,Large companies will have to require workers to either get vaccinated or show a negative test result at least weekly. https://t.co/K77FvPJBsA,17,7,No,en,no media
1436043998955704329,2021-09-09 19:09:04+00:00,Attorney General Merrick Garland said he will pursue legal action against one of the most restrictive abortion bans in the U.S. https://t.co/1oFGN15zW0,73,22,No,en,no media
1436019376122175493,2021-09-09 17:31:13+00:00,"The museum's handling of the Sept. 11 attacks has long received criticisms, which have become more glaring as the 20th anniversary approaches, scholars say. https://t.co/z8uPumld4k",3,1,No,en,no media
1436015567945805827,2021-09-09 17:16:05+00:00,"The Emmy Award-winning character actor died Aug. 31 at his home in Reading, Pennsylvania, of natural causes, his family said. https://t.co/5cLvsfHKec",21,6,No,en,no media
1436006346139312128,2021-09-09 16:39:27+00:00,Thursday's flight was the first of its kind since the U.S. completed its withdrawal from Afghanistan on Aug. 30. https://t.co/ATEjBWPZYT,14,5,No,en,no media
1435996988995145731,2021-09-09 16:02:16+00:00,"The ruler of Monaco told People magazine that his wife ""didn’t go into exile"" when she left for South Africa in May. https://t.co/6fIeSgQeYY",2,0,No,en,no media
1435993198128676871,2021-09-09 15:47:12+00:00,"The senator asked CEO Andy Jassy to review the retail giant's algorithms to stop the spread of ""falsehoods about COVID-19 vaccines and cures.” https://t.co/EKmNAJuMos",39,13,No,en,no media
1435989345119449088,2021-09-09 15:31:53+00:00,A ban on telemedicine consultations between doctors and women seeking abortions is back in force. https://t.co/YEHXkQTkqf,1,5,No,en,no media
1435965024183279642,2021-09-09 13:55:15+00:00,Fierce opposition from gun groups and a handful of Democratic holdouts had stalled the gun control advocate's nomination in the Senate. https://t.co/g5kxVX79c6,6,7,No,en,no media
1435961236659781638,2021-09-09 13:40:12+00:00,President Joe Biden is toughening COVID-19 vaccine requirements for federal workers and contractors. https://t.co/MOH0LN9gj0,32,6,No,en,no media
1435957193115897857,2021-09-09 13:24:08+00:00,"Jim Justice, whose state has one of lowest COVID-19 vaccinations rates, called out people who claim the shots have microchips in them. https://t.co/iyzaTQ6qla",43,13,No,en,no media
1435940548079194116,2021-09-09 12:17:59+00:00,The Minnesota Democrat said she caught her cancer early and encouraged people not to put off routine medical exams. https://t.co/JT9mtzUBSE,63,11,No,en,no media
1435930458102149120,2021-09-09 11:37:54+00:00,The former and current White House press secretaries tangled in a war of words after Spicer was ousted from a Naval Academy board. https://t.co/7gxUe0e6Iy,49,11,No,en,no media
1435926171976404996,2021-09-09 11:20:52+00:00,"""Don’t let the fascist victim complex hit you on the way out,"" Rep. Alexandria Ocasio-Cortez responded to the former Donald Trump adviser. https://t.co/b5otIhevK0",63,13,No,en,no media
1435898424071794688,2021-09-09 09:30:36+00:00,Documents show that meme accounts rife with disinformation have also become shadowy advertising tools for some notable Republicans. https://t.co/frkK0hPhXB,6,9,No,en,no media
1435885818040750080,2021-09-09 08:40:31+00:00,"The carrier said it would need time to determine how unvaccinated employees ""might interact with our customers and their vaccinated co-workers."" https://t.co/prwZvSp6in",10,2,No,en,no media
1435880264140472321,2021-09-09 08:18:26+00:00,Twitter users pounced on Trump's strange comment about the Civil War loser. https://t.co/hzIxi2mSHx,6,8,No,en,no media
1435876481310339072,2021-09-09 08:03:25+00:00,"Fearmongering about segregation, apartheid and camps abound in the ""Daily Show"" montage. https://t.co/3Ej6JekPOU",4,3,No,en,no media
1435870680382414850,2021-09-09 07:40:22+00:00,"The radio icon called anti-vaxxers ""imbeciles"" and urged them to stop clogging the hospitals. https://t.co/r9XilVKKnb",518,102,No,en,no media
1435866137569419277,2021-09-09 07:22:18+00:00,Many of the former president's previous recollections of the Sept. 11 terror attacks have been debunked and called into question. https://t.co/prxzUzPYVL,26,9,No,en,no media
1435840684863410176,2021-09-09 05:41:10+00:00,The late-night host finally finds an honest Trump claim. https://t.co/dFdKy15KRQ,15,6,No,en,no media
1435829197063303171,2021-09-09 04:55:31+00:00,"The L.A. school district would be the first major district to do so, setting a precedent that could have nationwide ramifications. https://t.co/Fhyc8KUpLs",96,22,No,en,no media
1435799311288344576,2021-09-09 02:56:46+00:00,"Among those asked to resign or face termination include Kellyanne Conway, Sean Spicer and H.R. McMaster. https://t.co/Us5CF0Gb3p",171,31,No,en,no media
1435763123470929923,2021-09-09 00:32:58+00:00,"Extremist groups are expected to attend the Sept. 18 rally designed to demand ""justice"" for the hundreds charged in connection with the Jan. 6 insurrection. https://t.co/EOEbQymuYI",15,6,No,en,no media
1435741298577772547,2021-09-08 23:06:15+00:00,The former president joins Vice President Kamala Harris and other high-profile Democrats in stumping for Gov. Gavin Newsom. https://t.co/4USzIaGzCU,76,21,No,en,no media
1435728549084807173,2021-09-08 22:15:35+00:00,"Speaking with Jules Gleeson, the gender theorist drew a link between trans-exclusionary radical feminists, or TERFs, and fascists. https://t.co/fPk4E4jX2R",6,3,No,en,no media
1435718699172966406,2021-09-08 21:36:26+00:00,Federal authorities also released a virtual map depicting the route they believe the suspect walked while planting the two pipe bombs the night of Jan. 5. https://t.co/FhB8Afm07y,16,16,No,en,no media
1435709476317929474,2021-09-08 20:59:48+00:00,Demand Justice has quietly staffed up and recruited hundreds of volunteers to pressure Democratic lawmakers to add four more seats to the court. https://t.co/84SrxmfN4J,68,22,No,en,no media
1435705433436696576,2021-09-08 20:43:44+00:00,"In its latest analysis of the “tax gap,” the Treasury Department calls for tougher enforcement, which would generate revenue for Democratic priorities. https://t.co/hY2WhflXov",12,3,No,en,no media
1435690925968269321,2021-09-08 19:46:05+00:00,Attorneys for Roof argued that the court’s decision to uphold his federal conviction and sentence interpreted too broadly the Commerce Clause of the U.S. Constitution. https://t.co/5h8k21JXeH,4,1,No,en,no media
1435679570745831424,2021-09-08 19:00:57+00:00,Many Twitter users pointed out the Florida governor has politicized the virus by selling products that mock the COVID-19 vaccines. https://t.co/qgWgtTASJ3,10,10,No,en,no media
1435673510827937794,2021-09-08 18:36:53+00:00,"Russell James Peterson, who wore a ""(F**k) your feelings"" sweatshirt inside the U.S. Capitol building, ""sat in Pelosi's chair,"" his mother posted. https://t.co/zAaEkIAYb5",45,33,No,en,no media
1435660742552866820,2021-09-08 17:46:08+00:00,One nominee could be the first Korean American woman to serve on a U.S. appeals court. Another could be the second Black woman to serve on the 9th Circuit. https://t.co/cmINFcjyF0,32,15,No,en,no media
1435653158655643660,2021-09-08 17:16:00+00:00,"Ex-Trump aide Jason Miller was briefly detained Tuesday in Brazil, where MAGA movement foot soldiers are cheering on another right-wing assault on democracy. https://t.co/OtvtMx5rV4",20,14,No,en,no media
1435649368300867585,2021-09-08 17:00:57+00:00,Donald Trump and company are dusting off their 2020 conspiracy theories as polls show the effort to recall Gov. Gavin Newsom is losing steam. https://t.co/gP1ygyCXNA,25,14,No,en,no media
1435641291602284550,2021-09-08 16:28:51+00:00,"The Senate majority leader warned ""we’re not going to get anything"" if the Democratic Party remains divided on passage of its $3.5 trillion budget plan. https://t.co/8c1l1AtZqQ",17,12,No,en,no media
1435637499712393217,2021-09-08 16:13:47+00:00,"Struggling farmers would be exempt from Democrats' proposed tax hikes, but they're a lot more sympathetic than family dynasties. https://t.co/Oek76Udvdz",6,4,No,en,no media
1435633709160484866,2021-09-08 15:58:43+00:00,"5.5 billion coronavirus vaccines have been administered so far, but 80% of those have been to upper- and middle-income countries. https://t.co/uwpJgsJUQh",3,5,No,en,no media
1435614648724770819,2021-09-08 14:42:59+00:00,Frank Scavo said he traveled with about 200 people from Pennsylvania to D.C. for the Donald Trump rally on Jan. 6. https://t.co/1CmlJbdtje,10,13,No,en,no media
1435601025281536007,2021-09-08 13:48:51+00:00,"“We live in an unbelievable world,” one Twitter user responded to the news. https://t.co/adwO3jGzzb",6,5,No,en,no media
1435566479014080519,2021-09-08 11:31:34+00:00,"Chantia Lewis, a member of the Milwaukee City Council, has been charged over alleged campaign finance violations. https://t.co/fjb3G2lBBN",3,4,No,en,no media
1435557146138226692,2021-09-08 10:54:29+00:00,"The bronze likeness of Robert E. Lee on a horse will be hoisted off its pedestal in Richmond, 131 years after its placement. https://t.co/q41wRFIIya",52,10,No,en,no media
1435553361651191808,2021-09-08 10:39:27+00:00,"Nine gunmen and bombers struck within minutes of each other at the national soccer stadium, the Bataclan concert hall and Paris restaurants and cafes. https://t.co/souyqEtelD",10,1,No,en,no media
1435530027928629255,2021-09-08 09:06:44+00:00,He'll provide “alternative” commentary to this weekend’s boxing match between Evander Holyfield and Vitor Belfort. https://t.co/fllghjPyJT,12,6,No,en,no media
1435520444451467269,2021-09-08 08:28:39+00:00,"The ""Late Show"" host takes on the nastiest part of the ivermectin fad among anti-vaxxers. https://t.co/PB383G76yL",11,5,No,en,no media
1435514765758062599,2021-09-08 08:06:05+00:00,"The short video shows the last thylacine, Benjamin, in an enclosure in Hobart before he died in 1936. https://t.co/okc2qC06w4",20,10,No,en,no media
1435502160482033665,2021-09-08 07:16:00+00:00,"The New York Democrat slammed the Texas Republican for speaking from ""such a place of deep ignorance."" https://t.co/rTVZNap4ZP",98,35,No,en,no media
1435498377563750404,2021-09-08 07:00:58+00:00,"Tough choices? Not so much, says the late-night host. https://t.co/QaPLqZz6nL",20,4,No,en,no media
1435466996884332546,2021-09-08 04:56:16+00:00,A proposed expansion of services for the elderly and people with disabilities faces major budget pressure. https://t.co/xTVAcWe91d,2,8,No,en,no media
1435461072123727873,2021-09-08 04:32:43+00:00,"The duck-billed, egg-laying monotremes could live in the Royal National Park by late 2022 if all goes as planned. https://t.co/9wiLZ8EPeR",107,22,No,en,no media
1435441529154322434,2021-09-08 03:15:04+00:00,"A powerful earthquake has struck in southern Mexico near the Pacific resort city of Acapulco, causing buildings to rock and sway in Mexico City nearly 200 miles away. https://t.co/SdqV0z92Fv",14,5,No,en,no media
1435409872888156165,2021-09-08 01:09:16+00:00,"Republican Gov. Kristi Noem's order restricting the safe, effective pill is the latest in a wave of red states trying to make abortions dangerous. https://t.co/Dz6FHN0zJy",13,15,No,en,no media
1435406084706013184,2021-09-08 00:54:13+00:00,The former Illinois senator died at his home on Chicago’s North Side. https://t.co/ZIrl1TwNuu,12,5,No,en,no media
